websites,vendor,product_category,product_type,collection,design_name,design_sku,variant_name,variant_type,sku,description,keywords,images,install_images,price,sale_unit,sale_quantity,minimum_quantity,style,color,substrate,backing,roll_width_inches,roll_length_yards,mural_width_inches,mural_height_inches,tile_width_inches,tile_height_inches,motif_width_inches,motif_height_inches,repeat_match_type,printed_width_inches,weight,application,removability,washability,color_fastness,fire_rating,print_type,margin_trim,print_to_order
"A,H",Astek,Digital,Studio,Digital Library,Aspen Tree,AD014,Black ,Color Way,AD014-2,,"tree, trees, forest, trunk, halftone",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD014-2_Aspen_Tree_BLACK.jpg,,6.50,Square Foot,1,1,"Botanical, Contemporary",Black and White,Matte Vinyl,,,,,,,,25,22,Straight,50,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Aspen Tree,AD014,Charcoal,Color Way,AD014-3,,"tree, trees, forest, trunk, halftone",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD014-3_Aspen_Tree_CHARCOAL.jpg,https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD014-3_Aspen_Tree_CHARCOAL_install.jpg,6.50,Square Foot,1,1,"Botanical, Contemporary",Grey,Matte Vinyl,,,,,,,,25,22,Straight,50,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Chrysanthemum,AD016,Goldenrod,Color Way,AD016-1,,"floral, flower, nature",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD016-1_Chrysanthemum_GOLDENROD.jpg,,6.50,Square Foot,1,1,"Traditional, Botanical",Yellow,Matte Vinyl,,,,,,,,26,20,Straight,52,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Chrysanthemum,AD016,Grey,Color Way,AD016-2,,"floral, flower, nature",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD016-2_Chrysanthemum_GREY.jpg,https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD016_2_Chrysanthemum_GREY_install.jpg,6.50,Square Foot,1,1,"Traditional, Botanical",Grey,Matte Vinyl,,,,,,,,26,20,Straight,52,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Chrysanthemum,AD016,Pink,Color Way,AD016-3,,"floral, flower, nature",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD016-3_Chrysanthemum_PINK.jpg,,6.50,Square Foot,1,1,"Traditional, Botanical","Grey, Pink",Matte Vinyl,,,,,,,,26,20,Straight,52,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Floral Toile,AD018,Acid,Color Way,AD018-1,,"floral, flower, nature, neon",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD018-1_Floral_Toile_ACID.jpg,,6.50,Square Foot,1,1,Botanical,"Green, Black",Matte Vinyl,,,,,,,,26,26,Straight,52,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Floral Toile,AD018,Porcelain,Color Way,AD018-2,,"floral, flower, nature",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD018-2_Floral_Toile_POCELAIN.jpg,,6.50,Square Foot,1,1,Botanical,Blue,Matte Vinyl,,,,,,,,26,26,Straight,52,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Floral Toile,AD018,Bordeaux,Color Way,AD018-3,,"floral, flower, nature",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD018-3_Floral_Toile_BORDEAUX.jpg,https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD018_3_Floral_Toile_BORDEAUX_install.jpg,6.50,Square Foot,1,1,Botanical,Orange,Matte Vinyl,,,,,,,,26,26,Straight,52,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Backgammon,AD019,Tucson,Color Way,AD019-1,,"modern, graphic, bold",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD019-1_Backgammon_TUCSON.jpg,,6.50,Square Foot,1,1,Geometric,Multi,Matte Vinyl,,,,,,,,1.23,27,Straight,51.5,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Backgammon,AD019,Navajo,Color Way,AD019-2,,"modern, graphic, bold",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD019-2_Backgammon_NAVAJO.jpg,,6.50,Square Foot,1,1,Geometric,"Brown, Neutral, Multi",Matte Vinyl,,,,,,,,1.23,27,Straight,51.5,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Backgammon,AD019,Ice Breaker,Color Way,AD019-3,,"modern, graphic, bold",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD019-3_Backgammon_ICEBREAKER.jpg,https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD019-3_Backgammon_ICEBREAKER_install.jpg,6.50,Square Foot,1,1,Geometric,Grey,Matte Vinyl,,,,,,,,1.23,27,Straight,51.5,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Flowerbed,AD020,Teal,Color Way,AD020-1,,"nature, poppy, flower, flowers, floral",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD020-1_Flowerbed_TEAL.jpg,,6.50,Square Foot,1,1,"Botanical, Illustrative","Green, Multi",Matte Vinyl,,,,,,,,21.3,18.4,Straight,42.6,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
