websites,vendor,lead_time,product_category,product_type,collection,design_name,design_sku,variant_name,variant_type,sku,description,keywords,images,install_images,price,sale_unit,sale_quantity,minimum_quantity,style,color,substrate,backing,roll_width_inches,roll_length_yards,mural_width_inches,mural_height_inches,tile_width_inches,tile_height_inches,motif_width_inches,vertical_repeat_inches,repeat_match_type,printed_width_inches,weight,application,removability,washability,color_fastness,fire_rating,print_type,margin_trim,print_to_order
"A,H",Astek,3-6 weeks,Specialty,"Metallic, Textured",Metallic Illusions V,MI633,MI633,MI633,Master,MI633,,"glitter, glitz, pin stripe, stripe",https://s3-us-west-2.amazonaws.com/astek-product-images/Metallic_Illusions_V/MI633_MI633_MI633.jpg,,59.00,Yard,1,4,"Textural, Contemporary",Gold,,Paper,36,55,,,,,,,Straight,,6,Paste the Paper,Strippable,light vacuum,Moderate,Class A,,Untrimmed,No
"A,H",Astek,3-6 weeks,Specialty,"Metallic, Textured",Metallic Illusions V,MI634,MI634,MI634,Master,MI634,,"glitter, glitz, pin stripe, stripe",https://s3-us-west-2.amazonaws.com/astek-product-images/Metallic_Illusions_V/MI634_MI634_MI634.jpg,,59.00,Yard,1,4,"Textural, Contemporary",Pink,,Paper,36,55,,,,,,,Straight,,6,Paste the Paper,Strippable,light vacuum,Moderate,Class A,,Untrimmed,No
"A,H",Astek,3-6 weeks,Specialty,"Metallic, Textured",Metallic Illusions V,MI635,MI635,MI635,Master,MI635,,"glitter, glitz, pin stripe, stripe",https://s3-us-west-2.amazonaws.com/astek-product-images/Metallic_Illusions_V/MI635_MI635_MI635.jpg,,59.00,Yard,1,4,"Textural, Contemporary",Black,,Paper,36,55,,,,,,,Straight,,6,Paste the Paper,Strippable,light vacuum,Moderate,Class A,,Untrimmed,No
"A,H",Astek,3-6 weeks,Specialty,"Metallic, Textured",Metallic Illusions V,MI636,MI636,MI636,Master,MI636,,"glitter, glitz, sparkle, shine",https://s3-us-west-2.amazonaws.com/astek-product-images/Metallic_Illusions_V/MI636_MI636_MI636.jpg,,42.90,Yard,1,4,"Textural, Contemporary",Silver,,Paper,54,55,,,,,,,Straight,,6,Paste the Paper,Strippable,light vacuum,Moderate,Class A,,Untrimmed,No
"A,H",Astek,3-6 weeks,Specialty,"Metallic, Textured",Metallic Illusions V,MI637,MI637,MI637,Master,MI637,,"glitter, glitz, sparkle, shine",https://s3-us-west-2.amazonaws.com/astek-product-images/Metallic_Illusions_V/MI637_MI637_MI637.jpg,,42.90,Yard,1,4,"Textural, Contemporary",Gold,,Paper,54,55,,,,,,,Straight,,6,Paste the Paper,Strippable,light vacuum,Moderate,Class A,,Untrimmed,No
"A,H",Astek,3-6 weeks,Specialty,"Metallic, Textured",Metallic Illusions V,MI638,MI638,MI638,Master,MI638,,"mica, shine, sheen, shiny, luxe, luxurious",https://s3-us-west-2.amazonaws.com/astek-product-images/Metallic_Illusions_V/MI638_MI638_MI638.jpg,,39.90,Yard,1,4,"Textural, Contemporary",Gold,,Paper,54,55,,,,,,,Straight,,6,Paste the Paper,Strippable,light vacuum,Moderate,Class A,,Untrimmed,No
"A,H",Astek,3-6 weeks,Specialty,"Metallic, Textured",Metallic Illusions V,MI639,MI639,MI639,Master,MI639,,"mica, shine, sheen, shiny, luxe, luxurious",https://s3-us-west-2.amazonaws.com/astek-product-images/Metallic_Illusions_V/MI639_MI639_MI639.jpg,,39.90,Yard,1,4,"Textural, Contemporary",Silver,,Paper,36,55,,,,,,,Straight,,6,Paste the Paper,Strippable,light vacuum,Moderate,Class A,,Untrimmed,No
"A,H",Astek,3-6 weeks,Specialty,"Metallic, Textured",Metallic Illusions V,MI640,MI640,MI640,Master,MI640,,"mica, shine, sheen, shiny, luxe, luxurious",https://s3-us-west-2.amazonaws.com/astek-product-images/Metallic_Illusions_V/MI640_MI640_MI640.jpg,,39.00,Yard,1,4,"Textural, Contemporary",Gold,,Paper,54,55,,,,,,,Straight,,6,Paste the Paper,Strippable,light vacuum,Moderate,Class A,,Untrimmed,No
"A,H",Astek,3-6 weeks,Specialty,"Metallic, Textured",Metallic Illusions V,MI641,MI641,MI641,Master,MI641,,"mica, shine, sheen, shiny, luxe, luxurious",https://s3-us-west-2.amazonaws.com/astek-product-images/Metallic_Illusions_V/MI641_MI641_MI641.jpg,,39.00,Yard,1,4,"Textural, Contemporary",Gold,,Paper,54,55,,,,,,,Straight,,6,Paste the Paper,Strippable,light vacuum,Moderate,Class A,,Untrimmed,No
"A,H",Astek,3-6 weeks,Specialty,"Metallic, Textured",Metallic Illusions V,MI642,MI642,MI642,Master,MI642,,"sequin, sparkle, glitter, gliz",https://s3-us-west-2.amazonaws.com/astek-product-images/Metallic_Illusions_V/MI642_MI642_MI642.jpg,,32.90,Yard,1,4,"Textural, Contemporary",Black,,Paper,36,55,,,,,,,Straight,,6,Paste the Paper,Strippable,light vacuum,Moderate,Class A,,Untrimmed,No
"A,H",Astek,3-6 weeks,Specialty,"Metallic, Textured",Metallic Illusions V,MI643,MI643,MI643,Master,MI643,,"sequin, sparkle, glitter, gliz",https://s3-us-west-2.amazonaws.com/astek-product-images/Metallic_Illusions_V/MI643_MI643_MI643.jpg,,32.90,Yard,1,4,"Textural, Contemporary",Red,,Paper,36,55,,,,,,,Straight,,6,Paste the Paper,Strippable,light vacuum,Moderate,Class A,,Untrimmed,No
